Drug_ID	Drug	Y	Species
"CHEMBL392559"	"O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2C[C@@H]3C[C@H]2CN3)ccc1Cl"	90.32	"Homo sapiens"
"CHEMBL2062577"	"CC(=O)N(C)c1ccc2ccn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1"	97.49	"Homo sapiens"
"CHEMBL480221"	"COCCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1N1CCN(C)CC1"	89.7	"Homo sapiens"
"CHEMBL2331744"	"Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(C#N)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O"	97.71	"Homo sapiens"
"CHEMBL477548"	"CC(C)Cc1c(C(=O)C(N)=O)c2c(OCC(=O)NS(C)(=O)=O)cccc2n1Cc1ccccc1"	97.49	"Homo sapiens"
"CHEMBL335744"	"CC(C)C(=O)Nc1nc(-c2ccccn2)cc2ccccc12"	97.55	"Homo sapiens"
"CHEMBL2335896"	"CC(=O)N[C@H](C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1"	97.55	"Homo sapiens"
"CHEMBL1916289"	"Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1C(=O)N[C@@H](C)C(C)(C)C"	98.64	"Homo sapiens"
"CHEMBL898"	"O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O"	99.79	"Homo sapiens"
"CHEMBL282479"	"O=C1Nc2cc(C(F)(F)F)ccc2C1(O)c1cc(Cl)ccc1O"	98.51	"Homo sapiens"
"CHEMBL1503948"	"Cc1ccc(S(=O)(=O)Nc2ccc3nc(C)sc3c2)cc1"	99.79	"Homo sapiens"
"CHEMBL2335866"	"COCCNC(=O)c1ccc(Nc2ncc3cc(-c4ccncc4OC)ccc3n2)cc1"	99.8	"Homo sapiens"
"CHEMBL480830"	"CCOc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCN(C(C)C)CC1"	85.77	"Homo sapiens"
"CHEMBL178737"	"O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCOCC1)CC2"	85.77	"Homo sapiens"
"CHEMBL2070121"	"COc1cnc(-c2ccccn2)nc1N1CCOCC1"	66.1	"Homo sapiens"
"CHEMBL507700"	"NC(=O)Nc1sc(-c2ccc(CN3CCCCC3)cc2)cc1C(N)=O"	66.61	"Homo sapiens"
"CHEMBL562318"	"Cn1cc(-c2ccncc2)c(-c2ccc(OCc3ccc4ccccc4n3)cc2)n1"	99.88	"Homo sapiens"
"CHEMBL384903"	"O=c1[nH]c2cc(C(F)(F)F)ccc2n1-c1cc(C(F)(F)F)ccc1O"	99.87	"Homo sapiens"
"CHEMBL2158437"	"O=c1cc(N2CCOCC2)nc(NCc2cccc(Cl)c2Cl)[nH]1"	97.91	"Homo sapiens"
"CHEMBL1950728"	"CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCCc2ccccc2)C1)C1CCCCC1"	66.61	"Homo sapiens"
"CHEMBL541944"	"O=C(CN1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cn3)c2)CC1)NC(c1ccc(F)cc1)c1ccc(F)cc1"	99.86	"Homo sapiens"
"CHEMBL2021721"	"COc1ccc2cc(S(=O)(=O)N[C@H](CC(=O)N[C@H](Cc3ccc(CN4[C@@H](C)CCC[C@H]4C)cc3)C(=O)N(C)C(C)C)c3ccc4c(c3)OCO4)ccc2c1"	96.0	"Homo sapiens"
"CHEMBL249789"	"OC[C@H]1C[C@@H](n2nnc3c(N[C@@H]4C[C@H]4c4ccc(F)c(F)c4)nc(SCCC(F)(F)F)nc32)[C@H](O)[C@@H]1O"	99.85	"Homo sapiens"
"CHEMBL1488371"	"O=C(Nc1ccc(Cl)cc1)Nc1nnc(-c2ccncc2)s1"	99.83	"Homo sapiens"
"CHEMBL1381989"	"CC1(C)CNC(=O)c2sc(N3CCOCC3)nc2C1"	29.9	"Homo sapiens"
"CHEMBL2062584"	"COC(=O)CCn1cc(-c2cc(NC3CC3)n3ncc(C#N)c3n2)c2cc(NC(C)=O)ccc21"	98.4	"Homo sapiens"
"CHEMBL2062559"	"N#Cc1cnn2c(NC3CC3)cc(-c3cccs3)nc12"	98.4	"Homo sapiens"
"CHEMBL571526"	"Cc1cc(Nc2nc(O[C@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1"	97.81	"Homo sapiens"
"CHEMBL190243"	"C[C@@H](C(=O)NCCN1CCCC1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1"	67.63	"Homo sapiens"
"CHEMBL742"	"CNC1(c2ccccc2Cl)CCCCC1=O"	42.01	"Homo sapiens"
"CHEMBL190"	"Cn1c(=O)c2nc[nH]c2n(C)c1=O"	43.7	"Homo sapiens"
"CHEMBL1916286"	"Cc1nn(-c2ccccc2)c(NS(=O)(=O)C2CCCCC2)c1C(=O)N[C@@H](C)C(C)(C)C"	98.51	"Homo sapiens"
"CHEMBL7662"	"COc1ccc(Cl)cc1C1(F)C(=O)Nc2cc(C(F)(F)F)ccc21"	99.83	"Homo sapiens"
"CHEMBL481612"	"CCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1N1CCN(C(=O)CO)CC1"	83.68	"Homo sapiens"
"CHEMBL2153581"	"O=C(CCCc1ccc2cccnc2n1)NCc1cc(-c2ccc(F)c(C(F)(F)F)c2)no1"	99.91	"Homo sapiens"
"CHEMBL2158769"	"N#Cc1ccccc1C[C@@H](C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1"	90.91	"Homo sapiens"
"CHEMBL255044"	"CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N"	84.0	"Homo sapiens"
"CHEMBL522460"	"Cc1ccccc1CN1CCC(N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CC1"	64.54	"Homo sapiens"
"CHEMBL1924029"	"CC(C(=O)OC1CC[N+](C)(C)CC1)(c1ccccc1)N1CCCCC1"	21.99	"Homo sapiens"
"CHEMBL8088"	"NC1=NC(c2ccc(F)cc2)Cc2ccccc21"	64.01	"Homo sapiens"
"CHEMBL1630742"	"NCCCCCc1c[nH]c2ccc(F)cc12"	64.01	"Homo sapiens"
"CHEMBL1309562"	"Cc1nc(N2CCOCC2)c2cc(-c3ccccc3)sc2n1"	99.58	"Homo sapiens"
"CHEMBL267144"	"CC(C)[C@H]1C(=O)N[C@H](CO)Cc2ccccc2N1C"	62.94	"Homo sapiens"
"CHEMBL208825"	"C[C@@H](CC(=O)OC(C)(C)C)NC(=O)C1=NOC(C(O)(C(F)(F)F)C(F)(F)F)C1"	84.0	"Homo sapiens"
"CHEMBL646"	"Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2"	85.48	"Homo sapiens"
"CHEMBL429"	"CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1"	62.4	"Homo sapiens"
"CHEMBL461573"	"Cc1cc(C)cc(C(=O)Nc2ccc(Cl)c(C(=O)Nc3cncs3)c2)c1"	99.6	"Homo sapiens"
"CHEMBL204825"	"O=C(c1cccc(Cc2nnc(O)c3ccccc23)c1)N1CCOCC1"	58.55	"Homo sapiens"
"CHEMBL513588"	"Cc1ncc(NC(=O)c2cc(NC(=O)c3cc(F)cc(Cl)c3)ccc2Cl)s1"	99.6	"Homo sapiens"
"CHEMBL130"	"O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl"	56.3	"Homo sapiens"
"CHEMBL2151321"	"CC(C)Oc1cc(-n2cnc3ccc(N[C@@H](C)c4ccc(F)cn4)nc32)n[nH]1"	94.19	"Homo sapiens"
"CHEMBL1378202"	"CNC(=O)c1[nH]cnc1C(=O)Nc1ccc(OC)cc1"	86.59	"Homo sapiens"
"CHEMBL325041"	"CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O"	86.85	"Homo sapiens"
"CHEMBL213494"	"Cc1ccc2c(c1)c(-c1ccnc3c(S(C)(=O)=O)cccc13)c(C)n2CC(=O)O"	93.94	"Homo sapiens"
"CHEMBL1288221"	"NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(-c3ccc(F)c(Cl)c3)sc12"	99.61	"Homo sapiens"
"CHEMBL95804"	"CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1"	15.1	"Homo sapiens"
"CHEMBL1671971"	"COc1cc(/C=C2\SC(=O)NC2=O)ccc1Oc1ccc(C#N)cc1C(F)(F)F"	99.95	"Homo sapiens"
"CHEMBL1789187"	"N#Cc1ccc(C(F)(F)F)nc1O[C@H](CCN)c1ccno1"	44.27	"Homo sapiens"
"CHEMBL274737"	"CC[C@H](CO)Nc1nc(SCc2ccccc2)nc2nc(N)sc12"	98.7	"Homo sapiens"
"CHEMBL277474"	"Cc1cc(=O)n(-c2ccccc2)n1C"	19.35	"Homo sapiens"
"CHEMBL1956334"	"CC(=O)c1ncccc1NC(=O)[C@H]1CC[C@H](N2C(=O)[C@H]3[C@H]4CC[C@H](C4)[C@H]3C2=O)CC1"	98.7	"Homo sapiens"
"CHEMBL1282"	"CC(C)Cn1cnc2c(N)nc3ccccc3c21"	85.19	"Homo sapiens"
"CHEMBL2326623"	"COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)[C@H]2COCCN2)c1"	98.44	"Homo sapiens"
"CHEMBL279898"	"CCCn1c(=O)[nH]c(=O)c2[nH]cnc21"	67.12	"Homo sapiens"
"CHEMBL2335864"	"COCCNC(=O)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1"	98.29	"Homo sapiens"
"CHEMBL452861"	"CC(C)NC[C@H](O)COc1cccc2ccccc12"	86.05	"Homo sapiens"
"CHEMBL523829"	"CN1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1"	65.06	"Homo sapiens"
"CHEMBL1188966"	"CN(C)c1nc(NC[C@H]2CC[C@H](CNS(=O)(=O)c3ccc(Br)cc3OC(F)(F)F)CC2)nc2ccccc12"	99.95	"Homo sapiens"
"CHEMBL1880028"	"O=C(Cc1ccc(Oc2ccccc2)cc1)NO"	98.0	"Homo sapiens"
"CHEMBL206200"	"COCCNc1nc(N)c2nc(O)n(Cc3ccccc3)c2n1"	79.17	"Homo sapiens"
"CHEMBL1924047"	"C[C@@](C(=O)O[C@H]1C[N+]2(CCc3ccccc3)CCC1CC2)(c1ccccc1)N1CCCCC1"	97.6	"Homo sapiens"
"CHEMBL25554"	"COc1cccc(OC)c1OCCNCC1COc2ccccc2O1"	97.6	"Homo sapiens"
"CHEMBL1778652"	"CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2CCC(=O)O)c(C)c1"	97.44	"Homo sapiens"
"CHEMBL2071498"	"CC(C)C(NC(=O)c1ccccc1)C(=O)c1ccc(C#N)cc1"	90.72	"Homo sapiens"
"CHEMBL1092926"	"Fc1cc(-c2cccc3ncc(-c4cnn(C5CCNCC5)c4)nc23)cc(F)c1CN1CCOCC1"	91.46	"Homo sapiens"
"CHEMBL2335895"	"CC(=O)NC(C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1"	98.7	"Homo sapiens"
"CHEMBL480825"	"COc1cc2ncc(C(N)=O)c(Nc3cc(F)ccc3F)c2cc1OC"	94.56	"Homo sapiens"
"CHEMBL256963"	"Clc1ccc2ncc(-c3cccc(NC4CNC4)n3)n2c1"	83.68	"Homo sapiens"
"CHEMBL2338020"	"CCc1[nH]c2nc(Sc3cnc4ccc[n+]([O-])c4c3)nc(N3C[C@H]4[C@H](N)[C@H]4C3)c2c1Cl"	93.39	"Homo sapiens"
"CHEMBL2325503"	"CS(=O)(=O)c1ccc(-c2nnc(/C=C/c3nnc(-c4ccc(C#N)cc4)o3)n2-c2ccccc2Cl)nc1"	93.67	"Homo sapiens"
"CHEMBL1829174"	"Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3c(c2)OC[C@H]3CC(=O)O)c1"	99.64	"Homo sapiens"
"CHEMBL741"	"Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1"	55.73	"Homo sapiens"
"CHEMBL2062566"	"CC(=O)Nc1ccc2c(c1)N(c1cc(NC3CC3)n3ncc(C#N)c3n1)CC2"	97.49	"Homo sapiens"
"CHEMBL1779503"	"O=C(NCCc1ccccc1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl"	97.49	"Homo sapiens"
"CHEMBL49247"	"c1ccc2c(c1)CC(N1CCN(c3cccc4c3OCCO4)CC1)C2"	97.38	"Homo sapiens"
"CHEMBL1454310"	"Cc1cc(I)cc2c1NC(C(=O)O)C1CC=CC21"	99.8	"Homo sapiens"
"CHEMBL2030402"	"O=c1[nH]c([C@@H]2CCCN2)nc2c1oc1ccc(Cl)cc12"	92.8	"Homo sapiens"
"CHEMBL2021706"	"CCC[C@@H](CNC(=O)c1nc(Cl)c(N)nc1N)[N+](C)(C)CCCc1ccc(OC)cc1"	48.85	"Homo sapiens"
"CHEMBL1684954"	"C[C@@H](NC(=O)Cc1ccc(C2CC2)cc1)c1ccc(OCC(F)(F)F)cn1"	99.59	"Homo sapiens"
"CHEMBL1916539"	"COc1ccc2ccc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1"	69.12	"Homo sapiens"
"CHEMBL1352372"	"N#Cc1c(N)nc2c(c1N)CC(COc1ccccc1)O2"	89.05	"Homo sapiens"
"CHEMBL1087399"	"C[C@H](Nc1nc(Nc2ncc(C#N)s2)cc(N2CCOCC2)n1)c1ncc(F)cn1"	88.35	"Homo sapiens"
"CHEMBL2338400"	"CC(C)(C)NC(=O)NCCN1CCN(CC(=O)NC23CC4CC(CC(C4)C2)C3)CC1"	69.12	"Homo sapiens"
"CHEMBL521096"	"CCOc1cc2ncc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(C)CC1"	94.32	"Homo sapiens"
"CHEMBL2151325"	"CCOc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c2ccc(F)cn2)n[nH]1"	86.85	"Homo sapiens"
"CHEMBL2165066"	"N#Cc1ccc2ccc(=O)n(CCN3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)[C@@H](F)C3)c2c1"	79.55	"Homo sapiens"
"CHEMBL47298"	"CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2"	48.27	"Homo sapiens"
"CHEMBL569720"	"Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)c(C#N)nc2C)n[nH]1"	69.61	"Homo sapiens"
"CHEMBL2107366"	"Cc1cccc([C@H](C)c2c[nH]c(=S)[nH]2)c1C"	83.04	"Homo sapiens"
"CHEMBL1489087"	"O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ccccc1C(=O)O"	47.7	"Homo sapiens"
"CHEMBL1774056"	"Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(C#N)cc2F)n[nH]1"	94.68	"Homo sapiens"
"CHEMBL2062567"	"CC(=O)Nc1ccc2c(c1)N(c1cc(NC3CC3)n3ncc(C#N)c3n1)CCO2"	92.48	"Homo sapiens"
"CHEMBL1090940"	"CCCCCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC1=O"	92.32	"Homo sapiens"
"CHEMBL2208428"	"CS(=O)(=O)c1ccccc1C(=O)NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1"	91.28	"Homo sapiens"
"CHEMBL15023"	"O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1"	92.32	"Homo sapiens"
"CHEMBL1309980"	"N=c1c(S(=O)(=O)c2ccc(Cl)cc2)cc2c(=O)n3ccccc3nc2n1C1CCCC1"	50.0	"Homo sapiens"
"CHEMBL2107834"	"COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N"	91.46	"Homo sapiens"
"CHEMBL284237"	"C[C@]12N[C@H](Cc3ccccc31)c1ccccc12"	47.12	"Homo sapiens"
"CHEMBL2170994"	"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCCNC(=O)Nc2ccc(Cl)cc2)[C@@H](O)[C@H]1O"	91.64	"Homo sapiens"
"CHEMBL809"	"CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21"	98.54	"Homo sapiens"
"CHEMBL1957460"	"Cc1nccc(-c2ccc(-c3nc4ccncc4c(O)c3C#N)cc2)c1Cl"	99.86	"Homo sapiens"
"CHEMBL320876"	"COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O"	98.17	"Homo sapiens"
"CHEMBL2164364"	"O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCc1ncccn1"	91.82	"Homo sapiens"
"CHEMBL2177736"	"NC(=O)c1cnc(N[C@@H]2CCCC[C@@H]2N)nc1Nc1cccc(-n2nccn2)c1"	91.82	"Homo sapiens"
"CHEMBL2069413"	"O=C(N[C@@H]1COc2cccc(-c3ccc(CO)nc3)c2C1)c1ccc(OCCOCC(F)(F)F)nc1"	95.91	"Homo sapiens"
"CHEMBL2062578"	"N#Cc1cnn2c(NC3CC3)cc(-n3ccc4ccc(CO)cc43)nc12"	98.09	"Homo sapiens"
"CHEMBL440498"	"O=C(NO)C1(CS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCOCC1"	98.0	"Homo sapiens"
"CHEMBL2312933"	"CCCN(c1cccnc1)P(=O)(c1ccccc1)c1ccccc1"	97.95	"Homo sapiens"
"CHEMBL27890"	"COc1ccc2c(O)cc(=O)n(Cc3ccc(-c4ccccc4-c4nn[nH]n4)cc3)c2c1"	99.89	"Homo sapiens"
"CHEMBL575448"	"C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1"	97.91	"Homo sapiens"
"CHEMBL2171278"	"Cc1ccc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2cccc3cccnc23)c(C)c1"	97.76	"Homo sapiens"
"CHEMBL2349312"	"CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2ccccc2)nc2[nH]c(=O)sc12"	99.9	"Homo sapiens"
"CHEMBL257006"	"C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(N)nc12"	97.71	"Homo sapiens"
"CHEMBL1950856"	"CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(Br)cc2)C1)C(C)(C)C"	97.71	"Homo sapiens"
"CHEMBL2036958"	"CC1(CCCc2cc(=O)oc3[nH]c(=O)[nH]c(=O)c23)CC1"	98.51	"Homo sapiens"
"CHEMBL2335888"	"CC(=O)N(C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1"	98.09	"Homo sapiens"
"CHEMBL1824045"	"O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(-c6ccco6)cc54)CC3)nc2N1"	99.4	"Homo sapiens"
"CHEMBL1090488"	"C[C@H]1CN(C(=O)[C@@H]2CN(C(C)(C)C)C[C@H]2c2ccc(F)cc2F)C[C@@H](C)[C@]1(O)c1ccccc1"	76.81	"Homo sapiens"
"CHEMBL550637"	"Cc1ccc(C(=O)N2CC3CNCC(C2)O3)cc1NC(=O)CC12CC3CC(CC(C3)C1)C2"	71.99	"Homo sapiens"
"CHEMBL1916263"	"CCC(CC)NC(=O)c1cn(-c2ccccc2)nc1NS(=O)(=O)c1ccc(C)cc1"	99.87	"Homo sapiens"
"CHEMBL1957462"	"Cc1nn(C)c(C)c1-c1ccc(-c2nc3ccncc3c(O)c2C#N)cc1"	99.64	"Homo sapiens"
"CHEMBL296419"	"COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1"	97.38	"Homo sapiens"
"CHEMBL2331738"	"Cc1cn([C@H]2CCCN(S(=O)(=O)c3cccc(Oc4ccccc4)c3)C2)c(=O)[nH]c1=O"	97.38	"Homo sapiens"
"CHEMBL2312113"	"COc1cc(O)c(C(CC(=O)N2CC(C)CC(C)C2)c2ccc3c(c2)OCO3)c(OC)c1"	99.76	"Homo sapiens"
"CHEMBL1605684"	"CC(=O)c1cn(Cc2ccccc2)c(=O)n(Cc2ccc(F)cc2)c1=O"	97.55	"Homo sapiens"
"CHEMBL2179270"	"Cc1cn([C@H]2CCCN([C@@H](C)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O"	97.71	"Homo sapiens"
"CHEMBL2071491"	"CC(C)C(NC(=O)c1ccccc1)C(=O)c1ccc([N+](=O)[O-])cc1"	95.82	"Homo sapiens"
"CHEMBL140684"	"CN(c1ccccc1)S(=O)(=O)c1ccc(NC(=O)C(C)(O)C(F)(F)F)cc1"	97.71	"Homo sapiens"
"CHEMBL1650723"	"COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1"	87.87	"Homo sapiens"
"CHEMBL2171014"	"Cc1c(Cl)ccc(OC2CCN(C3CCN(C(=O)NS(=O)(=O)c4ccc(N(C)C)cc4)CC3)CC2)c1Cl"	97.76	"Homo sapiens"
"CHEMBL1962896"	"COc1ccc(CCC[N+](C)(CCCc2ccc(OC)cc2)CCNC(=O)c2nc(Cl)c(N)nc2N)cc1"	83.68	"Homo sapiens"
"CHEMBL714"	"CC(C)(C)NCC(O)c1ccc(O)c(CO)c1"	22.79	"Homo sapiens"
"CHEMBL1071"	"O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1"	99.95	"Homo sapiens"
"CHEMBL112"	"CC(=O)Nc1ccc(O)cc1"	26.64	"Homo sapiens"
"CHEMBL435"	"NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O"	71.99	"Homo sapiens"
"CHEMBL2349318"	"CCC[C@H](CO)Nc1nc(S[C@@H](C)c2cccc(C#N)c2)nc2[nH]c(=O)sc12"	99.93	"Homo sapiens"
"CHEMBL2164395"	"O=C(NCc1ccc(OCC(F)(F)F)nc1)C1c2ccccc2C(=O)N1CCc1ccccn1"	90.72	"Homo sapiens"
"CHEMBL1950849"	"CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2cccc(F)c2)C1)C1CCCCC1"	71.99	"Homo sapiens"
"CHEMBL259081"	"O=c1nc(NCc2ccccc2)sn1Cc1ccccc1"	99.88	"Homo sapiens"
"CHEMBL24646"	"COc1ccc(-c2nc3cc(C4=NNC(=O)CC4C)ccc3[nH]2)cc1"	89.05	"Homo sapiens"
"CHEMBL247471"	"C[C@H](c1ccc(F)cc1CCCC(=O)O)N(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1"	99.9	"Homo sapiens"
"CHEMBL33899"	"CC/C(=C(\c1ccccc1)c1ccc(/C=C/C(=O)O)cc1)c1ccccc1"	99.67	"Homo sapiens"
"CHEMBL1287892"	"NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(-c3ccc(F)c(F)c3)sc12"	98.09	"Homo sapiens"
"CHEMBL907"	"CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1"	99.51	"Homo sapiens"
"CHEMBL2180015"	"CC#Cc1ccnc(-c2cc(C3(C4CC4)N=C(C)C(N)=N3)ccc2O)c1"	99.4	"Homo sapiens"
"CHEMBL2216839"	"C[C@H]1CN(Cc2nnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)C[C@@H](C)O1"	98.09	"Homo sapiens"
"CHEMBL2208434"	"O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cc(=O)[nH]c2ccccc12"	98.17	"Homo sapiens"
"CHEMBL655"	"Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2"	98.25	"Homo sapiens"
"CHEMBL2103875"	"CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1"	99.05	"Homo sapiens"
"CHEMBL1933593"	"C[C@H]1O[C@@H](n2cnc3c(N)nc(OC(C4CC4)C(F)(F)F)nc32)[C@H](O)[C@@H]1O"	65.06	"Homo sapiens"
"CHEMBL2151176"	"COc1cc(Nc2nc3c(c(COC4CCCC4)n2)COCC3)ccc1-n1cnc(C)c1"	99.01	"Homo sapiens"
"CHEMBL2165187"	"CN(C)CCN(Cc1cccc2ccccc12)c1cc(N2CCOCC2)nc(=O)[nH]1"	66.1	"Homo sapiens"
"CHEMBL38182"	"N#Cc1ccc(NC(=O)Nc2ccccc2Br)c2nn[nH]c12"	99.58	"Homo sapiens"
"CHEMBL254497"	"CC(C)(C)OC(=O)N[C@H](Cc1ccccc1C(F)(F)F)C(=O)NCc1nc2cccnc2n1Cc1ccccc1"	98.89	"Homo sapiens"
"CHEMBL1257491"	"Oc1ccc2cc(CNCCc3ccc(Br)cc3)c(-c3ccsc3)nc2c1"	99.85	"Homo sapiens"
"CHEMBL1309788"	"Cc1ccc(-n2c(C)cc(/C=C3\SC(=O)NC3=O)c2C)cc1"	99.84	"Homo sapiens"
"CHEMBL461950"	"O=C(Nc1ccc(Cl)c(C(=O)Nc2cccnc2)c1)c1cccc(Cl)c1"	98.29	"Homo sapiens"
"CHEMBL574059"	"Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(F)cc3)nc21"	99.6	"Homo sapiens"
"CHEMBL1359777"	"Cc1cc(C(=O)Cn2cc(C(F)(F)F)ccc2=O)c(C)n1Cc1ccccc1"	98.4	"Homo sapiens"
"CHEMBL1957363"	"N#Cc1c(-c2ccc(-c3ccccc3O)cc2)nc2ccncc2c1O"	99.74	"Homo sapiens"
"CHEMBL1683031"	"CCOc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(C)CC1"	98.4	"Homo sapiens"
"CHEMBL708"	"O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1"	99.9	"Homo sapiens"
"CHEMBL2204344"	"O=C(CCCN1CC[Si](O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1"	95.91	"Homo sapiens"
"CHEMBL408"	"Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2"	99.91	"Homo sapiens"
"CHEMBL589586"	"COC(=O)/C=C/C(=O)O"	86.05	"Homo sapiens"
"CHEMBL2094588"	"O=C(CN1C2=NCCN2c2ccccc21)c1ccc(Cl)cc1"	66.1	"Homo sapiens"
"CHEMBL232656"	"C[C@@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O"	97.95	"Homo sapiens"
"CHEMBL2059866"	"Cc1ccc(-c2cn(C)cn2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1"	90.52	"Homo sapiens"
